Customer ID,Recency,Frequency,Monetary,Customer Name,Segment,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
MB-7305,23,8,4874.589,Maria Bertelson,Consumer,4,2,3,9,Potential Loyalists
MB-8085,12,8,1703.508,Mick Brown,Consumer,5,2,2,9,Potential Loyalists
MC-17275,45,34,11680.0495,Marc Crier,Consumer,3,5,4,12,Loyal Customers
MC-17425,24,30,15055.40518,Mark Cousins,Corporate,4,5,5,14,Champions
MC-17575,28,33,14281.65306,Matt Collins,Consumer,3,5,5,13,Loyal Customers
MC-17590,52,25,10118.84168,Matt Collister,Corporate,2,4,4,10,At Risk
MC-17605,50,26,13019.2019,Matt Connell,Corporate,2,4,4,10,At Risk
MC-17635,6,34,21113.5107,Matthew Clasen,Corporate,5,5,5,15,Champions
MC-17845,2,31,14947.88402,Michael Chen,Consumer,5,5,5,15,Champions
MC-18100,42,33,11353.7466,Mick Crebagga,Consumer,3,5,4,12,Loyal Customers
MC-18130,52,23,8532.703,Mike Caudle,Corporate,2,4,3,9,At Risk
MC-7275,236,5,4301.043,Marc Crier,Consumer,1,1,3,5,Cant Lose Them
MC-7425,36,5,1489.851,Mark Cousins,Corporate,3,1,2,6,Potential Loyalists
MC-7575,10,8,3619.188,Matt Collins,Consumer,5,2,3,10,Potential Loyalists
MC-7590,337,3,1554.06,Matt Collister,Corporate,1,1,2,4,Lost
MC-7605,196,2,208.41,Matt Connell,Corporate,1,1,1,3,Lost
MC-7635,665,4,695.286,Matthew Clasen,Corporate,1,1,1,3,Lost
MC-7845,35,4,991.728,Michael Chen,Consumer,3,1,1,5,Potential Loyalists
MC-8100,105,3,659.34,Mick Crebagga,Consumer,2,1,1,4,Lost
MC-8130,288,5,826.35,Mike Caudle,Corporate,1,1,1,3,Lost
MD-17350,27,30,16455.32732,Maribeth Dona,Consumer,4,5,5,14,Champions
MD-17860,37,28,15575.64874,Michael Dominguez,Corporate,3,5,5,13,Loyal Customers
MD-7350,83,6,1374.198,Maribeth Dona,Consumer,2,2,2,6,Lost
MD-7860,104,5,6853.512,Michael Dominguez,Corporate,2,1,3,6,Cant Lose Them
ME-17320,6,30,24527.029,Maria Etezadi,Home Office,5,5,5,15,Champions
ME-17725,29,28,7839.8866,Max Engle,Consumer,3,5,3,11,Loyal Customers
ME-18010,43,27,10547.63192,Michelle Ellison,Corporate,3,4,4,11,Loyal Customers
ME-7320,21,10,1720.1879999999999,Maria Etezadi,Home Office,4,3,2,9,Others
ME-7725,12,11,2083.875,Max Engle,Consumer,5,3,2,10,Others
ME-8010,393,1,160.5,Michelle Ellison,Corporate,1,1,1,3,Lost
MF-17665,52,29,13366.53134,Maureen Fritzler,Corporate,2,5,4,11,At Risk
MF-18250,8,32,20425.299600000002,Monica Federle,Corporate,5,5,5,15,Champions
MF-7665,49,3,161.91,Maureen Fritzler,Corporate,3,1,1,5,Potential Loyalists
MF-8250,63,6,1517.5500000000002,Monica Federle,Corporate,2,2,2,6,Lost
MG-17650,20,21,12717.26968,Matthew Grinstein,Home Office,4,3,4,11,Loyal Customers
MG-17680,37,28,16061.6441,Maureen Gastineau,Home Office,3,5,5,13,Loyal Customers
MG-17695,1,25,16221.6268,Maureen Gnade,Consumer,5,4,5,14,Champions
MG-17875,6,33,14452.82062,Michael Grace,Home Office,5,5,5,15,Champions
MG-17890,6,29,13162.2489,Michael Granlund,Home Office,5,5,4,14,Champions
MG-18145,3,24,18147.9582,Mike Gockenbach,Consumer,5,4,5,14,Champions
MG-18205,3,29,16362.8956,Mitch Gastineau,Corporate,5,5,5,15,Champions
MG-7650,496,1,301.71,Matthew Grinstein,Home Office,1,1,1,3,Lost
MG-7680,75,9,4298.478,Maureen Gastineau,Home Office,2,3,3,8,At Risk
MG-7695,336,7,2104.596,Maureen Gnade,Consumer,1,2,2,5,Lost
MG-7875,404,1,80.19,Michael Grace,Home Office,1,1,1,3,Lost
MG-7890,374,1,19.128,Michael Granlund,Home Office,1,1,1,3,Lost
MG-8145,282,3,5229.1140000000005,Mike Gockenbach,Consumer,1,1,3,5,Cant Lose Them
MG-8205,2,7,1648.944,Mitch Gastineau,Corporate,5,2,2,9,Potential Loyalists
MH-17290,38,25,13718.69666,Marc Harrigan,Home Office,3,4,4,11,Loyal Customers
MH-17440,9,25,7945.0458,Mark Haberlin,Corporate,5,4,3,12,Loyal Customers
MH-17455,55,27,9974.27472,Mark Hamilton,Consumer,2,4,4,10,At Risk
MH-17620,24,20,11038.31378,Matt Hagelstein,Corporate,4,3,4,11,Loyal Customers
MH-17785,1,26,11676.13204,Maya Herman,Corporate,5,4,4,13,Champions
MH-18025,21,19,11753.7025,Michelle Huthwaite,Consumer,4,3,4,11,Loyal Customers
MH-18115,6,26,12017.105,Mick Hernandez,Home Office,5,4,4,13,Champions
MH-7290,738,3,1685.34,Marc Harrigan,Home Office,1,1,2,4,Lost
MH-7440,97,8,3357.7799999999997,Mark Haberlin,Corporate,2,2,3,7,Cant Lose Them
MH-7455,93,10,4747.371,Mark Hamilton,Consumer,2,3,3,8,At Risk
MH-7620,246,7,1179.666,Matt Hagelstein,Corporate,1,2,1,4,Lost
MH-7785,8,9,1914.834,Maya Herman,Corporate,5,3,2,10,Others
MH-8025,15,9,1095.426,Michelle Huthwaite,Consumer,4,3,1,8,Others
MH-8115,59,7,1260.702,Mick Hernandez,Home Office,2,2,1,5,Lost
MJ-17740,22,26,15347.655,Max Jones,Consumer,4,4,5,13,Champions
MJ-7740,160,4,1136.898,Max Jones,Consumer,1,1,1,3,Lost
MK-17905,22,31,13202.4489,Michael Kennedy,Corporate,4,5,4,13,Champions
MK-18160,23,20,10043.3188,Mike Kennedy,Consumer,4,3,4,11,Loyal Customers
MK-7905,150,11,1244.955,Michael Kennedy,Corporate,1,3,1,5,At Risk
MK-8160,41,10,2697.066,Mike Kennedy,Consumer,3,3,2,8,Others
ML-17395,1,25,14507.07948,Marina Lichtenstein,Corporate,5,4,5,14,Champions
ML-17410,34,30,14981.7043,Maris LaWare,Consumer,3,5,5,13,Loyal Customers
ML-17755,2,28,14425.1044,Max Ludwig,Home Office,5,5,5,15,Champions
ML-18040,8,19,8677.599,Michelle Lonsdale,Corporate,5,3,3,11,Loyal Customers
ML-18265,101,26,14674.00116,Muhammed Lee,Consumer,2,4,5,11,At Risk
ML-7395,133,7,1049.4,Marina Lichtenstein,Corporate,1,2,1,4,Lost
ML-7410,170,3,193.134,Maris LaWare,Consumer,1,1,1,3,Lost
ML-7755,27,7,1108.5,Max Ludwig,Home Office,4,2,1,7,Potential Loyalists
ML-8040,45,7,1690.896,Michelle Lonsdale,Corporate,3,2,2,7,Potential Loyalists
ML-8265,9,9,1170.72,Muhammed Lee,Consumer,5,3,1,9,Others
MM-17260,5,26,15713.71812,Magdelene Morse,Consumer,5,4,5,14,Champions
MM-17920,8,33,20383.654,Michael Moore,Consumer,5,5,5,15,Champions
MM-18055,16,25,11163.587,Michelle Moray,Consumer,4,4,4,12,Champions
MM-18280,13,25,7134.304,Muhammed MacIntyre,Corporate,4,4,3,11,Loyal Customers
MM-7260,132,5,5510.358,Magdelene Morse,Consumer,1,1,3,5,Cant Lose Them
MM-7920,29,6,1350.03,Michael Moore,Consumer,3,2,1,6,Potential Loyalists
MM-8055,34,8,1924.911,Michelle Moray,Consumer,3,2,2,7,Potential Loyalists
MM-8280,72,10,3586.695,Muhammed MacIntyre,Corporate,2,3,3,8,At Risk
MN-17935,9,21,12870.93412,Michael Nguyen,Consumer,5,3,4,12,Loyal Customers
MN-7935,31,6,2175.33,Michael Nguyen,Consumer,3,2,2,7,Potential Loyalists
MO-17500,37,24,10314.4082,Mary O'Rourke,Consumer,3,4,4,11,Loyal Customers
MO-17800,7,25,13709.1228,Meg O'Connel,Home Office,5,4,4,13,Champions
MO-17950,7,14,4527.392,Michael Oakman,Consumer,5,3,3,11,Loyal Customers
MO-7500,282,5,810.8699999999999,Mary O'Rourke,Consumer,1,1,1,3,Lost
MO-7800,15,9,4294.2660000000005,Meg O'Connel,Home Office,4,3,3,10,Loyal Customers
MO-7950,99,3,933.192,Michael Oakman,Consumer,2,1,1,4,Lost
MP-17470,6,28,12928.8028,Mark Packer,Home Office,5,5,4,14,Champions
MP-17965,28,39,17228.4977,Michael Paige,Corporate,3,5,5,13,Loyal Customers
MP-18175,17,36,22045.252800000002,Mike Pelletier,Home Office,4,5,5,14,Champions
MP-7470,544,2,58.11,Mark Packer,Home Office,1,1,1,3,Lost
MP-7965,197,8,567.093,Michael Paige,Corporate,1,2,1,4,Lost
MP-8175,91,6,2169.174,Mike Pelletier,Home Office,2,2,2,6,Lost
MR-17545,98,23,19246.7123,Mathew Reese,Home Office,2,4,5,11,At Risk
MR-7545,101,6,2325.24,Mathew Reese,Home Office,2,2,2,6,Lost
MS-17365,6,34,20317.0067,Maribeth Schnelling,Consumer,5,5,5,15,Champions
MS-17530,16,25,13335.04236,MaryBeth Skach,Consumer,4,4,4,12,Champions
MS-17710,30,26,8500.63026,Maurice Satty,Consumer,3,4,3,10,Loyal Customers
MS-17770,35,36,17382.93504,Maxwell Schwartz,Consumer,3,5,5,13,Loyal Customers
MS-17830,24,26,11783.3973,Melanie Seite,Consumer,4,4,4,12,Champions
MS-17980,27,27,16210.5722,Michael Stewart,Corporate,4,4,5,13,Champions
MS-7365,112,5,1365.54,Maribeth Schnelling,Consumer,2,1,1,4,Lost
MS-7530,52,8,1456.806,MaryBeth Skach,Consumer,2,2,2,6,Lost
MS-7710,64,8,1529.46,Maurice Satty,Consumer,2,2,2,6,Lost
MS-7770,99,6,538.56,Maxwell Schwartz,Consumer,2,2,1,5,Lost
MS-7830,5,8,4322.904,Melanie Seite,Consumer,5,2,3,10,Potential Loyalists
MS-7980,7,5,1654.644,Michael Stewart,Corporate,5,1,2,8,Potential Loyalists
MT-17815,50,27,13845.5188,Meg Tillman,Consumer,2,4,4,10,At Risk
MT-18070,128,24,10920.3999,Michelle Tran,Home Office,1,4,4,9,At Risk
MT-7815,177,6,1500.588,Meg Tillman,Consumer,1,2,2,5,Lost
MT-8070,324,7,6851.922,Michelle Tran,Home Office,1,2,3,6,Cant Lose Them
MV-17485,17,27,10563.3673,Mark Van Huff,Consumer,4,4,4,12,Champions
MV-18190,20,30,15577.035600000001,Mike Vittorini,Consumer,4,5,5,14,Champions
MV-7485,471,5,952.536,Mark Van Huff,Consumer,1,1,1,3,Lost
MV-8190,8,8,3995.04,Mike Vittorini,Consumer,5,2,3,10,Potential Loyalists
MW-18220,18,28,20592.081299999998,Mitch Webber,Consumer,4,5,5,14,Champions
MW-18235,17,24,17933.0609,Mitch Willingham,Corporate,4,4,5,13,Champions
MW-8220,45,8,2476.497,Mitch Webber,Consumer,3,2,2,7,Potential Loyalists
MW-8235,1,6,1070.772,Mitch Willingham,Corporate,5,2,1,8,Potential Loyalists
MY-17380,30,28,14724.1472,Maribeth Yedwab,Corporate,3,5,5,13,Loyal Customers
MY-18295,1,29,25570.49418,Muhammed Yedwab,Corporate,5,5,5,15,Champions
MY-7380,323,4,1745.5739999999998,Maribeth Yedwab,Corporate,1,1,2,4,Lost
MY-8295,44,10,4072.167,Muhammed Yedwab,Corporate,3,3,3,9,Loyal Customers
MZ-17335,22,26,14463.9343,Maria Zettner,Home Office,4,4,5,13,Champions
MZ-17515,24,25,13383.976840000001,Mary Zewe,Corporate,4,4,4,12,Champions
MZ-7335,113,5,3494.226,Maria Zettner,Home Office,2,1,3,6,Cant Lose Them
MZ-7515,79,9,3193.161,Mary Zewe,Corporate,2,3,3,8,At Risk
NB-18580,453,10,4875.5984,Nicole Brennan,Corporate,1,3,3,7,At Risk
NB-18655,20,22,9647.2046,Nona Balk,Corporate,4,4,3,11,Loyal Customers
NB-8580,429,7,1059.477,Nicole Brennan,Corporate,1,2,1,4,Lost
NB-8655,111,5,434.616,Nona Balk,Corporate,2,1,1,4,Lost
NC-18340,6,22,13905.34712,Nat Carroll,Consumer,5,4,4,13,Champions
NC-18415,40,19,9255.794,Nathan Cano,Consumer,3,3,3,9,Loyal Customers
NC-18535,7,22,11054.378,Nick Crebassa,Corporate,5,4,4,13,Champions
NC-18625,21,29,16901.51758,Noah Childs,Corporate,4,5,5,14,Champions
NC-8340,36,9,2707.962,Nat Carroll,Consumer,3,3,2,8,Others
NC-8415,107,5,1503.426,Nathan Cano,Consumer,2,1,2,5,Lost
NC-8535,139,7,1250.871,Nick Crebassa,Corporate,1,2,1,4,Lost
NC-8625,462,2,442.32,Noah Childs,Corporate,1,1,1,3,Lost
ND-18370,13,23,10913.15082,Natalie DeCherney,Consumer,4,4,4,12,Champions
ND-18460,6,22,12061.44172,Neil Ducich,Corporate,5,4,4,13,Champions
ND-8370,34,6,2790.234,Natalie DeCherney,Consumer,3,2,2,7,Potential Loyalists
ND-8460,9,10,2722.98,Neil Ducich,Corporate,5,3,2,10,Others
NF-18385,8,32,28044.3595,Natalie Fritzler,Consumer,5,5,5,15,Champions
NF-18475,7,22,10630.9149,Neil Französisch,Home Office,5,4,4,13,Champions
NF-18595,12,22,10535.301519999999,Nicole Fjeld,Home Office,5,4,4,13,Champions
NF-8385,2,11,3736.899,Natalie Fritzler,Consumer,5,3,3,11,Loyal Customers
NF-8475,44,7,2019.006,Neil Französisch,Home Office,3,2,2,7,Potential Loyalists
NF-8595,513,5,1731.936,Nicole Fjeld,Home Office,1,1,2,4,Lost
NG-18355,49,21,9262.72936,Nat Gilpin,Corporate,3,3,3,9,Loyal Customers
NG-18430,28,28,18970.41454,Nathan Gelder,Consumer,3,5,5,13,Loyal Customers
NG-8355,104,7,2746.47,Nat Gilpin,Corporate,2,2,2,6,Lost
NG-8430,19,8,3749.829,Nathan Gelder,Consumer,4,2,3,9,Potential Loyalists
NH-18610,21,22,19181.9263,Nicole Hansen,Corporate,4,4,5,13,Champions
NH-8610,6,6,2121.522,Nicole Hansen,Corporate,5,2,2,9,Potential Loyalists
NK-18490,27,24,11483.193,Neil Knudson,Home Office,4,4,4,12,Champions
NK-8490,207,4,2395.35,Neil Knudson,Home Office,1,1,2,4,Lost
NL-18310,26,25,10587.3308,Nancy Lomonaco,Home Office,4,4,4,12,Champions
NL-8310,576,2,251.322,Nancy Lomonaco,Home Office,1,1,1,3,Lost
NM-18445,31,32,20223.2359,Nathan Mautz,Home Office,3,5,5,13,Loyal Customers
NM-18520,20,27,12328.606,Neoma Murray,Consumer,4,4,4,12,Champions
NM-8445,34,9,4053.7200000000003,Nathan Mautz,Home Office,3,3,3,9,Loyal Customers
NM-8520,159,1,1540.53,Neoma Murray,Consumer,1,1,2,4,Lost
NP-18325,2,25,11778.491,Naresj Patel,Consumer,5,4,4,13,Champions
NP-18670,59,19,12839.01426,Nora Paige,Consumer,2,3,4,9,At Risk
NP-18685,15,30,11363.4332,Nora Pelletier,Home Office,4,5,4,13,Champions
NP-18700,29,27,14036.4335,Nora Preis,Consumer,3,4,4,11,Loyal Customers
NP-8325,16,8,1336.686,Naresj Patel,Consumer,4,2,1,7,Potential Loyalists
NP-8670,227,6,2871.87,Nora Paige,Consumer,1,2,2,5,Lost
NP-8685,115,4,4994.849999999999,Nora Pelletier,Home Office,2,1,3,6,Cant Lose Them
NP-8700,38,6,1880.622,Nora Preis,Consumer,3,2,2,7,Potential Loyalists
NR-18550,3,26,10993.42058,Nick Radford,Consumer,5,4,4,13,Champions
NR-8550,15,8,1898.481,Nick Radford,Consumer,4,2,2,8,Potential Loyalists
NS-18505,7,25,14834.28974,Neola Schneider,Consumer,5,4,5,14,Champions
NS-18640,37,37,14866.087,Noel Staavos,Corporate,3,5,5,13,Loyal Customers
NS-8505,14,5,962.8530000000001,Neola Schneider,Consumer,4,1,1,6,Potential Loyalists
NS-8640,48,8,1771.437,Noel Staavos,Corporate,3,2,2,7,Potential Loyalists
NW-18400,173,26,15326.833059999999,Natalie Webber,Consumer,1,4,5,10,At Risk
NW-8400,118,7,7046.736,Natalie Webber,Consumer,2,2,3,7,Cant Lose Them
NZ-18565,86,26,19941.69812,Nick Zandusky,Home Office,2,4,5,11,At Risk
NZ-8565,100,4,328.584,Nick Zandusky,Home Office,2,1,1,4,Lost
ON-18715,48,33,17763.94824,Odella Nelson,Corporate,3,5,5,13,Loyal Customers
ON-8715,460,5,1507.758,Odella Nelson,Corporate,1,1,2,4,Lost
OT-18730,34,32,19493.76566,Olvera Toch,Consumer,3,5,5,13,Loyal Customers
OT-8730,243,4,265.05,Olvera Toch,Consumer,1,1,1,3,Lost
PA-19060,24,21,6723.23276,Pete Armstrong,Home Office,4,3,3,10,Loyal Customers
PA-9060,178,6,3670.581,Pete Armstrong,Home Office,1,2,3,6,Cant Lose Them
PB-18805,9,19,12075.39774,Patrick Bzostek,Home Office,5,3,4,12,Loyal Customers
PB-19105,58,16,8087.781,Peter Bühler,Consumer,2,3,3,8,At Risk
PB-19150,6,33,7907.2555600000005,Philip Brown,Consumer,5,5,3,13,Loyal Customers
PB-19210,9,27,18967.662,Phillip Breyer,Corporate,5,4,5,14,Champions
PB-8805,121,9,2787.672,Patrick Bzostek,Home Office,2,3,2,7,At Risk
PB-9105,1,4,1808.208,Peter Bühler,Consumer,5,1,2,8,Potential Loyalists
PB-9150,42,10,3478.443,Philip Brown,Consumer,3,3,3,9,Loyal Customers
PB-9210,308,7,5302.197,Phillip Breyer,Corporate,1,2,3,6,Cant Lose Them
PC-18745,3,21,10693.49644,Pamela Coakley,Corporate,5,3,4,12,Loyal Customers
PC-19000,22,18,9474.0653,Pauline Chand,Home Office,4,3,3,10,Loyal Customers
PC-8745,58,5,1246.56,Pamela Coakley,Corporate,2,1,1,4,Lost
PC-9000,573,4,1160.43,Pauline Chand,Home Office,1,1,1,3,Lost
PF-19120,85,28,27993.04966,Peter Fuller,Consumer,2,5,5,12,At Risk
PF-19165,92,36,16018.8427,Philip Fox,Consumer,2,5,5,12,At Risk
PF-19225,3,30,11915.1997,Phillip Flathmann,Consumer,5,5,4,14,Champions
PF-9120,84,10,1882.95,Peter Fuller,Consumer,2,3,2,7,At Risk
PF-9165,35,7,2007.642,Philip Fox,Consumer,3,2,2,7,Potential Loyalists
PF-9225,15,7,1474.272,Phillip Flathmann,Consumer,4,2,2,8,Potential Loyalists
PG-18820,21,35,14635.9446,Patrick Gardner,Consumer,4,5,5,14,Champions
PG-18895,3,28,13941.6862,Paul Gonzalez,Consumer,5,5,4,14,Champions
PG-8820,31,6,1846.56,Patrick Gardner,Consumer,3,2,2,7,Potential Loyalists
PG-8895,300,6,1981.302,Paul Gonzalez,Consumer,1,2,2,5,Lost
PH-18790,58,19,9435.5663,Patricia Hirasaki,Home Office,2,3,3,8,At Risk
PH-8790,115,8,1746.8400000000001,Patricia Hirasaki,Home Office,2,2,2,6,Lost
PJ-18835,40,19,13639.502,Patrick Jones,Corporate,3,3,4,10,Loyal Customers
PJ-19015,20,22,9230.87916,Pauline Johnson,Consumer,4,4,3,11,Loyal Customers
PJ-8835,43,6,801.405,Patrick Jones,Corporate,3,2,1,6,Potential Loyalists
PJ-9015,197,8,6612.66,Pauline Johnson,Consumer,1,2,3,6,Cant Lose Them
PK-18910,99,16,7282.58156,Paul Knutson,Home Office,2,3,3,8,At Risk
PK-19075,9,29,17668.910499999998,Pete Kriz,Consumer,5,5,5,15,Champions
PK-8910,122,4,948.456,Paul Knutson,Home Office,2,1,1,4,Lost
PK-9075,495,3,992.784,Pete Kriz,Consumer,1,1,1,3,Lost
PL-18925,16,20,14256.7186,Paul Lucas,Home Office,4,3,5,12,Loyal Customers
PL-8925,50,3,759.21,Paul Lucas,Home Office,2,1,1,4,Lost
PM-18940,22,23,12893.5944,Paul MacIntyre,Consumer,4,4,4,12,Champions
PM-19135,13,22,9857.6599,Peter McVee,Home Office,4,4,4,12,Champions
PM-8940,56,9,1448.856,Paul MacIntyre,Consumer,2,3,2,7,At Risk
PM-9135,302,6,1429.296,Peter McVee,Home Office,1,2,2,5,Lost
PN-18775,16,33,11370.46522,Parhena Norris,Home Office,4,5,4,13,Champions
PN-8775,54,5,1522.1100000000001,Parhena Norris,Home Office,2,1,2,5,Lost
PO-18850,5,41,25274.4702,Patrick O'Brill,Consumer,5,5,5,15,Champions
PO-18865,1,35,21051.0598,Patrick O'Donnell,Consumer,5,5,5,15,Champions
PO-19180,161,24,16753.1715,Philisse Overcash,Home Office,1,4,5,10,At Risk
PO-19195,87,21,10872.01088,Phillina Ober,Home Office,2,3,4,9,At Risk
PO-8850,128,4,1432.9859999999999,Patrick O'Brill,Consumer,1,1,2,4,Lost
PO-8865,353,6,2973.15,Patrick O'Donnell,Consumer,1,2,2,5,Lost
PO-9180,30,9,1231.068,Philisse Overcash,Home Office,3,3,1,7,Others
PO-9195,34,8,8227.356,Phillina Ober,Home Office,3,2,3,8,Potential Loyalists
PP-18955,55,30,21884.1846,Paul Prost,Home Office,2,5,5,12,At Risk
PP-8955,15,3,359.061,Paul Prost,Home Office,4,1,1,6,Potential Loyalists
PR-18880,26,29,13243.62082,Patrick Ryan,Consumer,4,5,4,13,Champions
PR-8880,197,5,1085.6399999999999,Patrick Ryan,Consumer,1,1,1,3,Lost
PS-18760,30,28,15926.5494,Pamela Stobb,Consumer,3,5,5,13,Loyal Customers
PS-18970,28,33,18222.40482,Paul Stevenson,Home Office,3,5,5,13,Loyal Customers
PS-19045,21,26,29252.3194,Penelope Sewall,Home Office,4,4,5,13,Champions
PS-8760,348,5,1706.202,Pamela Stobb,Consumer,1,1,2,4,Lost
PS-8970,125,4,1395.948,Paul Stevenson,Home Office,2,1,2,5,Lost
PS-9045,62,7,829.356,Penelope Sewall,Home Office,2,2,1,5,Lost
PT-19090,7,25,8370.783,Pete Takahito,Consumer,5,4,3,12,Loyal Customers
PT-9090,3,5,4686.03,Pete Takahito,Consumer,5,1,3,9,Potential Loyalists
PV-18985,9,28,12540.661,Paul Van Hugh,Home Office,5,5,4,14,Champions
PV-8985,145,6,6390.636,Paul Van Hugh,Home Office,1,2,3,6,Cant Lose Them
PW-19030,8,31,12810.05846,Pauline Webber,Corporate,5,5,4,14,Champions
PW-19240,2,24,7186.1398,Pierre Wener,Consumer,5,4,3,12,Loyal Customers
PW-9030,58,7,1081.002,Pauline Webber,Corporate,2,2,1,5,Lost
PW-9240,62,7,1237.53,Pierre Wener,Consumer,2,2,1,5,Lost
QJ-19255,26,23,18192.9231,Quincy Jones,Corporate,4,4,5,13,Champions
QJ-9255,62,5,387.051,Quincy Jones,Corporate,2,1,1,4,Lost
RA-19285,6,24,16816.427,Ralph Arnett,Consumer,5,4,5,14,Champions
RA-19885,44,23,15435.49908,Ruben Ausman,Corporate,3,4,5,12,Loyal Customers
RA-19915,13,27,20975.19342,Russell Applegate,Consumer,4,4,5,13,Champions
RA-19945,2,23,11696.0283,Ryan Akin,Consumer,5,4,4,13,Champions
RA-9285,255,14,6226.686,Ralph Arnett,Consumer,1,3,3,7,At Risk
RA-9885,126,8,503.26800000000003,Ruben Ausman,Corporate,1,2,1,4,Lost
RA-9915,140,2,420.65999999999997,Russell Applegate,Consumer,1,1,1,3,Lost
RA-9945,21,9,2044.587,Ryan Akin,Consumer,4,3,2,9,Others
RB-19330,16,32,18359.76862,Randy Bradley,Consumer,4,5,5,14,Champions
RB-19360,21,25,29197.634599999998,Raymond Buch,Consumer,4,4,5,13,Champions
RB-19435,20,28,11618.07552,Richard Bierner,Consumer,4,5,4,13,Champions
RB-19465,1,36,17178.4394,Rick Bensley,Home Office,5,5,5,15,Champions
RB-19570,21,25,10961.631,Rob Beeghly,Consumer,4,4,4,12,Champions
RB-19645,151,22,5973.5944,Robert Barroso,Corporate,1,4,3,8,At Risk
RB-19705,17,16,9288.0836,Roger Barcio,Home Office,4,3,3,10,Loyal Customers
RB-19795,33,35,19056.88134,Ross Baird,Home Office,3,5,5,13,Loyal Customers
RB-9330,113,8,4538.256,Randy Bradley,Consumer,2,2,3,7,Cant Lose Them
RB-9360,94,4,404.508,Raymond Buch,Consumer,2,1,1,4,Lost
RB-9435,217,6,3179.154,Richard Bierner,Consumer,1,2,2,5,Lost
RB-9465,288,3,3675.2400000000002,Rick Bensley,Home Office,1,1,3,5,Cant Lose Them
RB-9570,447,5,586.761,Rob Beeghly,Consumer,1,1,1,3,Lost
RB-9645,240,3,282.594,Robert Barroso,Corporate,1,1,1,3,Lost
RB-9705,150,12,6018.072,Roger Barcio,Home Office,1,3,3,7,At Risk
RB-9795,31,5,255.288,Ross Baird,Home Office,3,1,1,5,Potential Loyalists
RC-19825,119,25,7916.6733,Roy Collins,Consumer,2,4,3,9,At Risk
RC-19960,23,22,7897.8691,Ryan Crowe,Consumer,4,4,3,11,Loyal Customers
RC-9825,742,1,37.44,Roy Collins,Consumer,1,1,1,3,Lost
RC-9960,113,5,1639.965,Ryan Crowe,Consumer,2,1,2,5,Lost
RD-19480,1,27,16487.1909,Rick Duston,Consumer,5,5,5,15,Champions
RD-19585,26,31,16315.107899999999,Rob Dowd,Consumer,4,5,5,14,Champions
RD-19660,94,21,12947.9651,Robert Dilbeck,Home Office,2,3,4,9,At Risk
RD-19720,22,30,10902.5255,Roger Demir,Consumer,4,5,4,13,Champions
RD-19810,15,30,7091.09996,Ross DeVincentis,Home Office,4,5,3,12,Loyal Customers
RD-19900,33,29,13485.748,Ruben Dartt,Consumer,3,5,4,12,Loyal Customers
RD-19930,43,22,9293.58832,Russell D'Ascenzo,Consumer,3,4,3,10,Loyal Customers
RD-9480,48,6,1061.73,Rick Duston,Consumer,3,2,1,6,Potential Loyalists
RD-9585,36,7,5168.4,Rob Dowd,Consumer,3,2,3,8,Potential Loyalists
RD-9660,28,9,3391.788,Robert Dilbeck,Home Office,3,3,3,9,Loyal Customers
RD-9720,59,8,3833.712,Roger Demir,Consumer,2,2,3,7,Cant Lose Them
RD-9810,54,7,3214.788,Ross DeVincentis,Home Office,2,2,3,7,Cant Lose Them
RD-9900,93,10,4837.2210000000005,Ruben Dartt,Consumer,2,3,3,8,At Risk
RD-9930,29,11,6523.392,Russell D'Ascenzo,Consumer,3,3,3,9,Loyal Customers
RE-19405,29,21,12073.09218,Ricardo Emerson,Consumer,3,3,4,10,Loyal Customers
RE-19450,24,18,10660.48524,Richard Eichhorn,Consumer,4,3,4,11,Loyal Customers
RE-9405,72,6,1967.403,Ricardo Emerson,Consumer,2,2,2,6,Lost
RE-9450,16,12,5678.7029999999995,Richard Eichhorn,Consumer,4,3,3,10,Loyal Customers
RF-19345,65,27,13391.2718,Randy Ferguson,Corporate,2,5,4,11,At Risk
RF-19735,2,23,12139.0877,Roland Fjeld,Consumer,5,4,4,13,Champions
RF-19840,7,31,15077.47568,Roy Französisch,Consumer,5,5,5,15,Champions
RF-9345,7,5,3208.026,Randy Ferguson,Corporate,5,1,3,9,Potential Loyalists
RF-9735,119,3,950.13,Roland Fjeld,Consumer,2,1,1,4,Lost
RF-9840,139,6,571.722,Roy Französisch,Consumer,1,2,1,4,Lost
RH-19495,25,28,13295.7486,Rick Hansen,Consumer,4,5,4,13,Champions
RH-19510,21,25,11599.392960000001,Rick Huthwaite,Home Office,4,4,4,12,Champions
RH-19555,8,21,8944.311,Ritsa Hightower,Consumer,5,3,3,11,Loyal Customers
RH-19600,7,21,4629.69556,Rob Haberlin,Consumer,5,3,3,11,Loyal Customers
RH-9495,97,3,3057.21,Rick Hansen,Consumer,2,1,2,5,Lost
RH-9510,701,7,1837.788,Rick Huthwaite,Home Office,1,2,2,5,Lost
RH-9555,27,8,8753.469,Ritsa Hightower,Consumer,4,2,3,9,Potential Loyalists
RH-9600,174,8,3340.4700000000003,Rob Haberlin,Consumer,1,2,3,6,Cant Lose Them
RK-19300,86,26,13480.92458,Ralph Kennedy,Consumer,2,4,4,10,At Risk
